block_id,vol_id,tile_idx,d,h,w,density,target,path
1434,179,2,14,14,14,0.993440,GPU,blocks/blk_0001434.npy
1435,179,3,14,14,14,1.000000,GPU,blocks/blk_0001435.npy
1436,179,4,14,14,14,0.928571,GPU,blocks/blk_0001436.npy
1437,179,5,14,14,14,0.928571,GPU,blocks/blk_0001437.npy
1438,179,6,14,14,14,0.928571,GPU,blocks/blk_0001438.npy
1439,179,7,14,14,14,0.928571,GPU,blocks/blk_0001439.npy
1440,180,0,14,14,14,0.538630,GPU,blocks/blk_0001440.npy
1441,180,1,14,14,14,0.637391,GPU,blocks/blk_0001441.npy
1442,180,2,14,14,14,0.432580,GPU,blocks/blk_0001442.npy
1443,180,3,14,14,14,0.685131,GPU,blocks/blk_0001443.npy
1444,180,4,14,14,14,0.797376,GPU,blocks/blk_0001444.npy
1445,180,5,14,14,14,0.645408,GPU,blocks/blk_0001445.npy
1446,180,6,14,14,14,0.745991,GPU,blocks/blk_0001446.npy
1447,180,7,14,14,14,0.610423,GPU,blocks/blk_0001447.npy
1448,181,0,14,14,14,1.000000,GPU,blocks/blk_0001448.npy
1449,181,1,14,14,14,0.999636,GPU,blocks/blk_0001449.npy
1450,181,2,14,14,14,1.000000,GPU,blocks/blk_0001450.npy
1451,181,3,14,14,14,1.000000,GPU,blocks/blk_0001451.npy
1452,181,4,14,14,14,1.000000,GPU,blocks/blk_0001452.npy
1453,181,5,14,14,14,0.999636,GPU,blocks/blk_0001453.npy
1454,181,6,14,14,14,1.000000,GPU,blocks/blk_0001454.npy
1455,181,7,14,14,14,1.000000,GPU,blocks/blk_0001455.npy
1456,182,0,14,14,14,0.998907,GPU,blocks/blk_0001456.npy
1457,182,1,14,14,14,0.999636,GPU,blocks/blk_0001457.npy
1458,182,2,14,14,14,1.000000,GPU,blocks/blk_0001458.npy
1459,182,3,14,14,14,0.999636,GPU,blocks/blk_0001459.npy
1460,182,4,14,14,14,0.998907,GPU,blocks/blk_0001460.npy
1461,182,5,14,14,14,1.000000,GPU,blocks/blk_0001461.npy
1462,182,6,14,14,14,1.000000,GPU,blocks/blk_0001462.npy
1463,182,7,14,14,14,1.000000,GPU,blocks/blk_0001463.npy
1464,183,0,14,14,14,1.000000,GPU,blocks/blk_0001464.npy
1465,183,1,14,14,14,0.995627,GPU,blocks/blk_0001465.npy
1466,183,2,14,14,14,0.946429,GPU,blocks/blk_0001466.npy
1467,183,3,14,14,14,0.950437,GPU,blocks/blk_0001467.npy
1468,183,4,14,14,14,0.981050,GPU,blocks/blk_0001468.npy
1469,183,5,14,14,14,0.993440,GPU,blocks/blk_0001469.npy
1470,183,6,14,14,14,0.962828,GPU,blocks/blk_0001470.npy
1471,183,7,14,14,14,0.924927,GPU,blocks/blk_0001471.npy
1472,184,0,14,14,14,0.999636,GPU,blocks/blk_0001472.npy
1473,184,1,14,14,14,0.998542,GPU,blocks/blk_0001473.npy
1474,184,2,14,14,14,1.000000,GPU,blocks/blk_0001474.npy
1475,184,3,14,14,14,1.000000,GPU,blocks/blk_0001475.npy
1476,184,4,14,14,14,1.000000,GPU,blocks/blk_0001476.npy
1477,184,5,14,14,14,1.000000,GPU,blocks/blk_0001477.npy
1478,184,6,14,14,14,1.000000,GPU,blocks/blk_0001478.npy
1479,184,7,14,14,14,1.000000,GPU,blocks/blk_0001479.npy
1480,185,0,14,14,14,0.997085,GPU,blocks/blk_0001480.npy
1481,185,1,14,14,14,0.997449,GPU,blocks/blk_0001481.npy
1482,185,2,14,14,14,0.997813,GPU,blocks/blk_0001482.npy
1483,185,3,14,14,14,0.993076,GPU,blocks/blk_0001483.npy
1484,185,4,14,14,14,0.998907,GPU,blocks/blk_0001484.npy
1485,185,5,14,14,14,0.998907,GPU,blocks/blk_0001485.npy
1486,185,6,14,14,14,0.996356,GPU,blocks/blk_0001486.npy
1487,185,7,14,14,14,0.994898,GPU,blocks/blk_0001487.npy
1488,186,0,14,14,14,0.998178,GPU,blocks/blk_0001488.npy
1489,186,1,14,14,14,0.997813,GPU,blocks/blk_0001489.npy
1490,186,2,14,14,14,0.999636,GPU,blocks/blk_0001490.npy
1491,186,3,14,14,14,0.999271,GPU,blocks/blk_0001491.npy
1492,186,4,14,14,14,1.000000,GPU,blocks/blk_0001492.npy
1493,186,5,14,14,14,1.000000,GPU,blocks/blk_0001493.npy
1494,186,6,14,14,14,0.998542,GPU,blocks/blk_0001494.npy
1495,186,7,14,14,14,0.999271,GPU,blocks/blk_0001495.npy
1496,187,0,14,14,14,1.000000,GPU,blocks/blk_0001496.npy
1497,187,1,14,14,14,0.999636,GPU,blocks/blk_0001497.npy
1498,187,2,14,14,14,0.999636,GPU,blocks/blk_0001498.npy
1499,187,3,14,14,14,1.000000,GPU,blocks/blk_0001499.npy
1500,187,4,14,14,14,1.000000,GPU,blocks/blk_0001500.npy
1501,187,5,14,14,14,0.998178,GPU,blocks/blk_0001501.npy
1502,187,6,14,14,14,0.998178,GPU,blocks/blk_0001502.npy
1503,187,7,14,14,14,0.997085,GPU,blocks/blk_0001503.npy
1504,188,0,14,14,14,1.000000,GPU,blocks/blk_0001504.npy
1505,188,1,14,14,14,0.997449,GPU,blocks/blk_0001505.npy
1506,188,2,14,14,14,1.000000,GPU,blocks/blk_0001506.npy
1507,188,3,14,14,14,1.000000,GPU,blocks/blk_0001507.npy
1508,188,4,14,14,14,0.999271,GPU,blocks/blk_0001508.npy
1509,188,5,14,14,14,1.000000,GPU,blocks/blk_0001509.npy
1510,188,6,14,14,14,1.000000,GPU,blocks/blk_0001510.npy
1511,188,7,14,14,14,1.000000,GPU,blocks/blk_0001511.npy
1512,189,0,14,14,14,0.999271,GPU,blocks/blk_0001512.npy
1513,189,1,14,14,14,0.999636,GPU,blocks/blk_0001513.npy
1514,189,2,14,14,14,0.999636,GPU,blocks/blk_0001514.npy
1515,189,3,14,14,14,1.000000,GPU,blocks/blk_0001515.npy
1516,189,4,14,14,14,0.998178,GPU,blocks/blk_0001516.npy
1517,189,5,14,14,14,1.000000,GPU,blocks/blk_0001517.npy
1518,189,6,14,14,14,0.999636,GPU,blocks/blk_0001518.npy
1519,189,7,14,14,14,0.998542,GPU,blocks/blk_0001519.npy
1520,190,0,14,14,14,1.000000,GPU,blocks/blk_0001520.npy
1521,190,1,14,14,14,0.846939,GPU,blocks/blk_0001521.npy
1522,190,2,14,14,14,0.996720,GPU,blocks/blk_0001522.npy
1523,190,3,14,14,14,0.547012,GPU,blocks/blk_0001523.npy
1524,190,4,14,14,14,1.000000,GPU,blocks/blk_0001524.npy
1525,190,5,14,14,14,0.740889,GPU,blocks/blk_0001525.npy
1526,190,6,14,14,14,0.993440,GPU,blocks/blk_0001526.npy
1527,190,7,14,14,14,0.604592,GPU,blocks/blk_0001527.npy
1528,191,0,14,14,14,1.000000,GPU,blocks/blk_0001528.npy
1529,191,1,14,14,14,1.000000,GPU,blocks/blk_0001529.npy
1530,191,2,14,14,14,0.996356,GPU,blocks/blk_0001530.npy
1531,191,3,14,14,14,1.000000,GPU,blocks/blk_0001531.npy
1532,191,4,14,14,14,1.000000,GPU,blocks/blk_0001532.npy
1533,191,5,14,14,14,0.999271,GPU,blocks/blk_0001533.npy
1534,191,6,14,14,14,0.998542,GPU,blocks/blk_0001534.npy
1535,191,7,14,14,14,1.000000,GPU,blocks/blk_0001535.npy
1536,192,0,14,14,14,0.939504,GPU,blocks/blk_0001536.npy
1537,192,1,14,14,14,0.694606,GPU,blocks/blk_0001537.npy
1538,192,2,14,14,14,0.979227,GPU,blocks/blk_0001538.npy
1539,192,3,14,14,14,0.841472,GPU,blocks/blk_0001539.npy
1540,192,4,14,14,14,0.992711,GPU,blocks/blk_0001540.npy
1541,192,5,14,14,14,0.827259,GPU,blocks/blk_0001541.npy
1542,192,6,14,14,14,0.969752,GPU,blocks/blk_0001542.npy
1543,192,7,14,14,14,0.908163,GPU,blocks/blk_0001543.npy
1544,193,0,14,14,14,1.000000,GPU,blocks/blk_0001544.npy
1545,193,1,14,14,14,1.000000,GPU,blocks/blk_0001545.npy
1546,193,2,14,14,14,1.000000,GPU,blocks/blk_0001546.npy
1547,193,3,14,14,14,1.000000,GPU,blocks/blk_0001547.npy
1548,193,4,14,14,14,1.000000,GPU,blocks/blk_0001548.npy
1549,193,5,14,14,14,0.999636,GPU,blocks/blk_0001549.npy
1550,193,6,14,14,14,1.000000,GPU,blocks/blk_0001550.npy
1551,193,7,14,14,14,1.000000,GPU,blocks/blk_0001551.npy
1552,194,0,14,14,14,0.999271,GPU,blocks/blk_0001552.npy
1553,194,1,14,14,14,0.967201,GPU,blocks/blk_0001553.npy
1554,194,2,14,14,14,0.999636,GPU,blocks/blk_0001554.npy
1555,194,3,14,14,14,0.962464,GPU,blocks/blk_0001555.npy
1556,194,4,14,14,14,0.993440,GPU,blocks/blk_0001556.npy
1557,194,5,14,14,14,0.576166,GPU,blocks/blk_0001557.npy
1558,194,6,14,14,14,1.000000,GPU,blocks/blk_0001558.npy
1559,194,7,14,14,14,0.841108,GPU,blocks/blk_0001559.npy
1560,195,0,14,14,14,0.959548,GPU,blocks/blk_0001560.npy
1561,195,1,14,14,14,0.772959,GPU,blocks/blk_0001561.npy
1562,195,2,14,14,14,0.993076,GPU,blocks/blk_0001562.npy
1563,195,3,14,14,14,0.865160,GPU,blocks/blk_0001563.npy
1564,195,4,14,14,14,1.000000,GPU,blocks/blk_0001564.npy
1565,195,5,14,14,14,0.850948,GPU,blocks/blk_0001565.npy
1566,195,6,14,14,14,0.994169,GPU,blocks/blk_0001566.npy
1567,195,7,14,14,14,0.923834,GPU,blocks/blk_0001567.npy
1568,196,0,14,14,14,0.645044,GPU,blocks/blk_0001568.npy
1569,196,1,14,14,14,0.546283,GPU,blocks/blk_0001569.npy
1570,196,2,14,14,14,0.541181,GPU,blocks/blk_0001570.npy
1571,196,3,14,14,14,0.647959,GPU,blocks/blk_0001571.npy
1572,196,4,14,14,14,0.860058,GPU,blocks/blk_0001572.npy
1573,196,5,14,14,14,0.577988,GPU,blocks/blk_0001573.npy
1574,196,6,14,14,14,0.655612,GPU,blocks/blk_0001574.npy
1575,196,7,14,14,14,0.504373,GPU,blocks/blk_0001575.npy
1576,197,0,14,14,14,0.802114,GPU,blocks/blk_0001576.npy
1577,197,1,14,14,14,0.694242,GPU,blocks/blk_0001577.npy
1578,197,2,14,14,14,0.856050,GPU,blocks/blk_0001578.npy
1579,197,3,14,14,14,0.876458,GPU,blocks/blk_0001579.npy
1580,197,4,14,14,14,0.919461,GPU,blocks/blk_0001580.npy
1581,197,5,14,14,14,0.597303,GPU,blocks/blk_0001581.npy
1582,197,6,14,14,14,0.723761,GPU,blocks/blk_0001582.npy
1583,197,7,14,14,14,0.557580,GPU,blocks/blk_0001583.npy
1584,198,0,14,14,14,0.992711,GPU,blocks/blk_0001584.npy
1585,198,1,14,14,14,0.997085,GPU,blocks/blk_0001585.npy
1586,198,2,14,14,14,0.875364,GPU,blocks/blk_0001586.npy
1587,198,3,14,14,14,0.845845,GPU,blocks/blk_0001587.npy
1588,198,4,14,14,14,0.999271,GPU,blocks/blk_0001588.npy
1589,198,5,14,14,14,0.999636,GPU,blocks/blk_0001589.npy
1590,198,6,14,14,14,0.997813,GPU,blocks/blk_0001590.npy
1591,198,7,14,14,14,0.964650,GPU,blocks/blk_0001591.npy
1592,199,0,14,14,14,0.821793,GPU,blocks/blk_0001592.npy
1593,199,1,14,14,14,0.686589,GPU,blocks/blk_0001593.npy
1594,199,2,14,14,14,0.717201,GPU,blocks/blk_0001594.npy
1595,199,3,14,14,14,0.814869,GPU,blocks/blk_0001595.npy
1596,199,4,14,14,14,0.896137,GPU,blocks/blk_0001596.npy
1597,199,5,14,14,14,0.432580,GPU,blocks/blk_0001597.npy
1598,199,6,14,14,14,0.603863,GPU,blocks/blk_0001598.npy
1599,199,7,14,14,14,0.516764,GPU,blocks/blk_0001599.npy
1600,200,0,14,14,14,0.999271,GPU,blocks/blk_0001600.npy
1601,200,1,14,14,14,1.000000,GPU,blocks/blk_0001601.npy
1602,200,2,14,14,14,0.867347,GPU,blocks/blk_0001602.npy
1603,200,3,14,14,14,0.946793,GPU,blocks/blk_0001603.npy
1604,200,4,14,14,14,0.942055,GPU,blocks/blk_0001604.npy
1605,200,5,14,14,14,1.000000,GPU,blocks/blk_0001605.npy
1606,200,6,14,14,14,0.767857,GPU,blocks/blk_0001606.npy
1607,200,7,14,14,14,0.993805,GPU,blocks/blk_0001607.npy
1608,201,0,14,14,14,1.000000,GPU,blocks/blk_0001608.npy
1609,201,1,14,14,14,1.000000,GPU,blocks/blk_0001609.npy
1610,201,2,14,14,14,0.999636,GPU,blocks/blk_0001610.npy
1611,201,3,14,14,14,0.996720,GPU,blocks/blk_0001611.npy
1612,201,4,14,14,14,1.000000,GPU,blocks/blk_0001612.npy
1613,201,5,14,14,14,0.991618,GPU,blocks/blk_0001613.npy
1614,201,6,14,14,14,1.000000,GPU,blocks/blk_0001614.npy
1615,201,7,14,14,14,0.999636,GPU,blocks/blk_0001615.npy
1616,202,0,14,14,14,1.000000,GPU,blocks/blk_0001616.npy
1617,202,1,14,14,14,1.000000,GPU,blocks/blk_0001617.npy
1618,202,2,14,14,14,0.999271,GPU,blocks/blk_0001618.npy
1619,202,3,14,14,14,1.000000,GPU,blocks/blk_0001619.npy
1620,202,4,14,14,14,1.000000,GPU,blocks/blk_0001620.npy
1621,202,5,14,14,14,0.999636,GPU,blocks/blk_0001621.npy
1622,202,6,14,14,14,1.000000,GPU,blocks/blk_0001622.npy
1623,202,7,14,14,14,1.000000,GPU,blocks/blk_0001623.npy
1624,203,0,14,14,14,0.850583,GPU,blocks/blk_0001624.npy
1625,203,1,14,14,14,0.998542,GPU,blocks/blk_0001625.npy
1626,203,2,14,14,14,0.943149,GPU,blocks/blk_0001626.npy
1627,203,3,14,14,14,1.000000,GPU,blocks/blk_0001627.npy
1628,203,4,14,14,14,0.977405,GPU,blocks/blk_0001628.npy
1629,203,5,14,14,14,0.978499,GPU,blocks/blk_0001629.npy
1630,203,6,14,14,14,0.985787,GPU,blocks/blk_0001630.npy
1631,203,7,14,14,14,0.993805,GPU,blocks/blk_0001631.npy
1632,204,0,14,14,14,0.999636,GPU,blocks/blk_0001632.npy
1633,204,1,14,14,14,1.000000,GPU,blocks/blk_0001633.npy
1634,204,2,14,14,14,0.928571,GPU,blocks/blk_0001634.npy
1635,204,3,14,14,14,0.927843,GPU,blocks/blk_0001635.npy
1636,204,4,14,14,14,0.998542,GPU,blocks/blk_0001636.npy
1637,204,5,14,14,14,1.000000,GPU,blocks/blk_0001637.npy
1638,204,6,14,14,14,0.928571,GPU,blocks/blk_0001638.npy
1639,204,7,14,14,14,0.928571,GPU,blocks/blk_0001639.npy
1640,205,0,14,14,14,1.000000,GPU,blocks/blk_0001640.npy
1641,205,1,14,14,14,1.000000,GPU,blocks/blk_0001641.npy
1642,205,2,14,14,14,0.999636,GPU,blocks/blk_0001642.npy
1643,205,3,14,14,14,0.999636,GPU,blocks/blk_0001643.npy
1644,205,4,14,14,14,1.000000,GPU,blocks/blk_0001644.npy
1645,205,5,14,14,14,1.000000,GPU,blocks/blk_0001645.npy
1646,205,6,14,14,14,1.000000,GPU,blocks/blk_0001646.npy
1647,205,7,14,14,14,1.000000,GPU,blocks/blk_0001647.npy
1648,206,0,14,14,14,0.960277,GPU,blocks/blk_0001648.npy
1649,206,1,14,14,14,0.967930,GPU,blocks/blk_0001649.npy
1650,206,2,14,14,14,0.832362,GPU,blocks/blk_0001650.npy
1651,206,3,14,14,14,1.000000,GPU,blocks/blk_0001651.npy
1652,206,4,14,14,14,0.920554,GPU,blocks/blk_0001652.npy
1653,206,5,14,14,14,0.995991,GPU,blocks/blk_0001653.npy
1654,206,6,14,14,14,0.937318,GPU,blocks/blk_0001654.npy
1655,206,7,14,14,14,0.982507,GPU,blocks/blk_0001655.npy
1656,207,0,14,14,14,1.000000,GPU,blocks/blk_0001656.npy
1657,207,1,14,14,14,1.000000,GPU,blocks/blk_0001657.npy
1658,207,2,14,14,14,0.481050,GPU,blocks/blk_0001658.npy
1659,207,3,14,14,14,0.553207,GPU,blocks/blk_0001659.npy
1660,207,4,14,14,14,1.000000,GPU,blocks/blk_0001660.npy
1661,207,5,14,14,14,1.000000,GPU,blocks/blk_0001661.npy
1662,207,6,14,14,14,0.864796,GPU,blocks/blk_0001662.npy
1663,207,7,14,14,14,0.902697,GPU,blocks/blk_0001663.npy
1664,208,0,14,14,14,0.999271,GPU,blocks/blk_0001664.npy
1665,208,1,14,14,14,1.000000,GPU,blocks/blk_0001665.npy
1666,208,2,14,14,14,0.998907,GPU,blocks/blk_0001666.npy
1667,208,3,14,14,14,1.000000,GPU,blocks/blk_0001667.npy
1668,208,4,14,14,14,1.000000,GPU,blocks/blk_0001668.npy
1669,208,5,14,14,14,1.000000,GPU,blocks/blk_0001669.npy
1670,208,6,14,14,14,1.000000,GPU,blocks/blk_0001670.npy
1671,208,7,14,14,14,1.000000,GPU,blocks/blk_0001671.npy
1672,209,0,14,14,14,0.923834,GPU,blocks/blk_0001672.npy
1673,209,1,14,14,14,0.825437,GPU,blocks/blk_0001673.npy
1674,209,2,14,14,14,0.995991,GPU,blocks/blk_0001674.npy
1675,209,3,14,14,14,0.758746,GPU,blocks/blk_0001675.npy
1676,209,4,14,14,14,0.926020,GPU,blocks/blk_0001676.npy
1677,209,5,14,14,14,0.998907,GPU,blocks/blk_0001677.npy
1678,209,6,14,14,14,0.999636,GPU,blocks/blk_0001678.npy
1679,209,7,14,14,14,0.831268,GPU,blocks/blk_0001679.npy
1680,210,0,14,14,14,1.000000,GPU,blocks/blk_0001680.npy
1681,210,1,14,14,14,0.989796,GPU,blocks/blk_0001681.npy
1682,210,2,14,14,14,1.000000,GPU,blocks/blk_0001682.npy
1683,210,3,14,14,14,0.834913,GPU,blocks/blk_0001683.npy
1684,210,4,14,14,14,1.000000,GPU,blocks/blk_0001684.npy
1685,210,5,14,14,14,0.853863,GPU,blocks/blk_0001685.npy
1686,210,6,14,14,14,1.000000,GPU,blocks/blk_0001686.npy
1687,210,7,14,14,14,0.765306,GPU,blocks/blk_0001687.npy
1688,211,0,14,14,14,0.983601,GPU,blocks/blk_0001688.npy
1689,211,1,14,14,14,1.000000,GPU,blocks/blk_0001689.npy
1690,211,2,14,14,14,0.998542,GPU,blocks/blk_0001690.npy
1691,211,3,14,14,14,0.998907,GPU,blocks/blk_0001691.npy
1692,211,4,14,14,14,0.970481,GPU,blocks/blk_0001692.npy
1693,211,5,14,14,14,1.000000,GPU,blocks/blk_0001693.npy
1694,211,6,14,14,14,0.994898,GPU,blocks/blk_0001694.npy
1695,211,7,14,14,14,0.993076,GPU,blocks/blk_0001695.npy
1696,212,0,14,14,14,0.998178,GPU,blocks/blk_0001696.npy
1697,212,1,14,14,14,0.998907,GPU,blocks/blk_0001697.npy
1698,212,2,14,14,14,0.999271,GPU,blocks/blk_0001698.npy
1699,212,3,14,14,14,0.999636,GPU,blocks/blk_0001699.npy
1700,212,4,14,14,14,1.000000,GPU,blocks/blk_0001700.npy
1701,212,5,14,14,14,1.000000,GPU,blocks/blk_0001701.npy
1702,212,6,14,14,14,0.999271,GPU,blocks/blk_0001702.npy
1703,212,7,14,14,14,1.000000,GPU,blocks/blk_0001703.npy
1704,213,0,14,14,14,1.000000,GPU,blocks/blk_0001704.npy
1705,213,1,14,14,14,0.928571,GPU,blocks/blk_0001705.npy
1706,213,2,14,14,14,1.000000,GPU,blocks/blk_0001706.npy
1707,213,3,14,14,14,0.928571,GPU,blocks/blk_0001707.npy
1708,213,4,14,14,14,1.000000,GPU,blocks/blk_0001708.npy
1709,213,5,14,14,14,0.928571,GPU,blocks/blk_0001709.npy
1710,213,6,14,14,14,1.000000,GPU,blocks/blk_0001710.npy
1711,213,7,14,14,14,0.928571,GPU,blocks/blk_0001711.npy
1712,214,0,14,14,14,1.000000,GPU,blocks/blk_0001712.npy
1713,214,1,14,14,14,0.992347,GPU,blocks/blk_0001713.npy
1714,214,2,14,14,14,0.983601,GPU,blocks/blk_0001714.npy
1715,214,3,14,14,14,0.961735,GPU,blocks/blk_0001715.npy
1716,214,4,14,14,14,1.000000,GPU,blocks/blk_0001716.npy
1717,214,5,14,14,14,1.000000,GPU,blocks/blk_0001717.npy
1718,214,6,14,14,14,0.995991,GPU,blocks/blk_0001718.npy
1719,214,7,14,14,14,1.000000,GPU,blocks/blk_0001719.npy
1720,215,0,14,14,14,1.000000,GPU,blocks/blk_0001720.npy
1721,215,1,14,14,14,0.833455,GPU,blocks/blk_0001721.npy
1722,215,2,14,14,14,0.997085,GPU,blocks/blk_0001722.npy
1723,215,3,14,14,14,0.998542,GPU,blocks/blk_0001723.npy
1724,215,4,14,14,14,0.992347,GPU,blocks/blk_0001724.npy
1725,215,5,14,14,14,0.619169,GPU,blocks/blk_0001725.npy
1726,215,6,14,14,14,0.997813,GPU,blocks/blk_0001726.npy
1727,215,7,14,14,14,0.795554,GPU,blocks/blk_0001727.npy
1728,216,0,14,14,14,0.913265,GPU,blocks/blk_0001728.npy
1729,216,1,14,14,14,0.530248,GPU,blocks/blk_0001729.npy
1730,216,2,14,14,14,0.932945,GPU,blocks/blk_0001730.npy
1731,216,3,14,14,14,0.690598,GPU,blocks/blk_0001731.npy
1732,216,4,14,14,14,0.567420,GPU,blocks/blk_0001732.npy
1733,216,5,14,14,14,0.446793,GPU,blocks/blk_0001733.npy
1734,216,6,14,14,14,0.740525,GPU,blocks/blk_0001734.npy
1735,216,7,14,14,14,0.713192,GPU,blocks/blk_0001735.npy
1736,217,0,14,14,14,0.992347,GPU,blocks/blk_0001736.npy
1737,217,1,14,14,14,0.931851,GPU,blocks/blk_0001737.npy
1738,217,2,14,14,14,0.981050,GPU,blocks/blk_0001738.npy
1739,217,3,14,14,14,0.888120,GPU,blocks/blk_0001739.npy
1740,217,4,14,14,14,0.939869,GPU,blocks/blk_0001740.npy
1741,217,5,14,14,14,0.960641,GPU,blocks/blk_0001741.npy
1742,217,6,14,14,14,0.982507,GPU,blocks/blk_0001742.npy
1743,217,7,14,14,14,0.915087,GPU,blocks/blk_0001743.npy
1744,218,0,14,14,14,0.994534,GPU,blocks/blk_0001744.npy
1745,218,1,14,14,14,0.999271,GPU,blocks/blk_0001745.npy
1746,218,2,14,14,14,0.991618,GPU,blocks/blk_0001746.npy
1747,218,3,14,14,14,0.994898,GPU,blocks/blk_0001747.npy
1748,218,4,14,14,14,0.997085,GPU,blocks/blk_0001748.npy
1749,218,5,14,14,14,0.999636,GPU,blocks/blk_0001749.npy
1750,218,6,14,14,14,0.998178,GPU,blocks/blk_0001750.npy
1751,218,7,14,14,14,0.998178,GPU,blocks/blk_0001751.npy
1752,219,0,14,14,14,1.000000,GPU,blocks/blk_0001752.npy
1753,219,1,14,14,14,0.984329,GPU,blocks/blk_0001753.npy
1754,219,2,14,14,14,0.999271,GPU,blocks/blk_0001754.npy
1755,219,3,14,14,14,1.000000,GPU,blocks/blk_0001755.npy
1756,219,4,14,14,14,0.998542,GPU,blocks/blk_0001756.npy
1757,219,5,14,14,14,1.000000,GPU,blocks/blk_0001757.npy
1758,219,6,14,14,14,1.000000,GPU,blocks/blk_0001758.npy
1759,219,7,14,14,14,1.000000,GPU,blocks/blk_0001759.npy
1760,220,0,14,14,14,0.883746,GPU,blocks/blk_0001760.npy
1761,220,1,14,14,14,0.606050,GPU,blocks/blk_0001761.npy
1762,220,2,14,14,14,0.709548,GPU,blocks/blk_0001762.npy
1763,220,3,14,14,14,0.827988,GPU,blocks/blk_0001763.npy
1764,220,4,14,14,14,0.915452,GPU,blocks/blk_0001764.npy
1765,220,5,14,14,14,0.413630,GPU,blocks/blk_0001765.npy
1766,220,6,14,14,14,0.622813,GPU,blocks/blk_0001766.npy
1767,220,7,14,14,14,0.570335,GPU,blocks/blk_0001767.npy
1768,221,0,14,14,14,0.953717,GPU,blocks/blk_0001768.npy
1769,221,1,14,14,14,0.998178,GPU,blocks/blk_0001769.npy
1770,221,2,14,14,14,0.935860,GPU,blocks/blk_0001770.npy
1771,221,3,14,14,14,0.725948,GPU,blocks/blk_0001771.npy
1772,221,4,14,14,14,0.971939,GPU,blocks/blk_0001772.npy
1773,221,5,14,14,14,0.968659,GPU,blocks/blk_0001773.npy
1774,221,6,14,14,14,0.948615,GPU,blocks/blk_0001774.npy
1775,221,7,14,14,14,0.888848,GPU,blocks/blk_0001775.npy
1776,222,0,14,14,14,1.000000,GPU,blocks/blk_0001776.npy
1777,222,1,14,14,14,0.696064,GPU,blocks/blk_0001777.npy
1778,222,2,14,14,14,1.000000,GPU,blocks/blk_0001778.npy
1779,222,3,14,14,14,0.995262,GPU,blocks/blk_0001779.npy
1780,222,4,14,14,14,1.000000,GPU,blocks/blk_0001780.npy
1781,222,5,14,14,14,0.688776,GPU,blocks/blk_0001781.npy
1782,222,6,14,14,14,0.999636,GPU,blocks/blk_0001782.npy
1783,222,7,14,14,14,0.964650,GPU,blocks/blk_0001783.npy
1784,223,0,14,14,14,0.999271,GPU,blocks/blk_0001784.npy
1785,223,1,14,14,14,0.999636,GPU,blocks/blk_0001785.npy
1786,223,2,14,14,14,0.998907,GPU,blocks/blk_0001786.npy
1787,223,3,14,14,14,1.000000,GPU,blocks/blk_0001787.npy
1788,223,4,14,14,14,0.999636,GPU,blocks/blk_0001788.npy
1789,223,5,14,14,14,0.997813,GPU,blocks/blk_0001789.npy
1790,223,6,14,14,14,1.000000,GPU,blocks/blk_0001790.npy
1791,223,7,14,14,14,1.000000,GPU,blocks/blk_0001791.npy
1792,224,0,14,14,14,0.982143,GPU,blocks/blk_0001792.npy
1793,224,1,14,14,14,0.771501,GPU,blocks/blk_0001793.npy
1794,224,2,14,14,14,0.926749,GPU,blocks/blk_0001794.npy
1795,224,3,14,14,14,0.859329,GPU,blocks/blk_0001795.npy
1796,224,4,14,14,14,0.989431,GPU,blocks/blk_0001796.npy
1797,224,5,14,14,14,0.733236,GPU,blocks/blk_0001797.npy
1798,224,6,14,14,14,0.875000,GPU,blocks/blk_0001798.npy
1799,224,7,14,14,14,0.861516,GPU,blocks/blk_0001799.npy
1800,225,0,14,14,14,1.000000,GPU,blocks/blk_0001800.npy
1801,225,1,14,14,14,0.970117,GPU,blocks/blk_0001801.npy
1802,225,2,14,14,14,1.000000,GPU,blocks/blk_0001802.npy
1803,225,3,14,14,14,0.989796,GPU,blocks/blk_0001803.npy
1804,225,4,14,14,14,0.995627,GPU,blocks/blk_0001804.npy
1805,225,5,14,14,14,0.830904,GPU,blocks/blk_0001805.npy
1806,225,6,14,14,14,0.966108,GPU,blocks/blk_0001806.npy
1807,225,7,14,14,14,0.684767,GPU,blocks/blk_0001807.npy
1808,226,0,14,14,14,0.854956,GPU,blocks/blk_0001808.npy
1809,226,1,14,14,14,0.794096,GPU,blocks/blk_0001809.npy
1810,226,2,14,14,14,0.996720,GPU,blocks/blk_0001810.npy
1811,226,3,14,14,14,0.747813,GPU,blocks/blk_0001811.npy
1812,226,4,14,14,14,0.926385,GPU,blocks/blk_0001812.npy
1813,226,5,14,14,14,0.959548,GPU,blocks/blk_0001813.npy
1814,226,6,14,14,14,0.996720,GPU,blocks/blk_0001814.npy
1815,226,7,14,14,14,0.822522,GPU,blocks/blk_0001815.npy
1816,227,0,14,14,14,0.996356,GPU,blocks/blk_0001816.npy
1817,227,1,14,14,14,0.995991,GPU,blocks/blk_0001817.npy
1818,227,2,14,14,14,0.998907,GPU,blocks/blk_0001818.npy
1819,227,3,14,14,14,0.998178,GPU,blocks/blk_0001819.npy
1820,227,4,14,14,14,0.998542,GPU,blocks/blk_0001820.npy
1821,227,5,14,14,14,0.997813,GPU,blocks/blk_0001821.npy
