block_id,vol_id,tile_idx,d,h,w,density,target,path
3930,491,2,14,14,14,0.720117,GPU,blocks/blk_0003930.npy
3931,491,3,14,14,14,0.650146,GPU,blocks/blk_0003931.npy
3932,491,4,14,14,14,0.562318,GPU,blocks/blk_0003932.npy
3933,491,5,14,14,14,0.646137,GPU,blocks/blk_0003933.npy
3934,491,6,14,14,14,0.471210,GPU,blocks/blk_0003934.npy
3935,491,7,14,14,14,0.618440,GPU,blocks/blk_0003935.npy
3936,492,0,14,14,14,0.998907,GPU,blocks/blk_0003936.npy
3937,492,1,14,14,14,0.982507,GPU,blocks/blk_0003937.npy
3938,492,2,14,14,14,0.979227,GPU,blocks/blk_0003938.npy
3939,492,3,14,14,14,0.987974,GPU,blocks/blk_0003939.npy
3940,492,4,14,14,14,0.975583,GPU,blocks/blk_0003940.npy
3941,492,5,14,14,14,0.991254,GPU,blocks/blk_0003941.npy
3942,492,6,14,14,14,0.890671,GPU,blocks/blk_0003942.npy
3943,492,7,14,14,14,0.954082,GPU,blocks/blk_0003943.npy
3944,493,0,14,14,14,0.995627,GPU,blocks/blk_0003944.npy
3945,493,1,14,14,14,0.769315,GPU,blocks/blk_0003945.npy
3946,493,2,14,14,14,0.947522,GPU,blocks/blk_0003946.npy
3947,493,3,14,14,14,0.889213,GPU,blocks/blk_0003947.npy
3948,493,4,14,14,14,1.000000,GPU,blocks/blk_0003948.npy
3949,493,5,14,14,14,0.786443,GPU,blocks/blk_0003949.npy
3950,493,6,14,14,14,0.936589,GPU,blocks/blk_0003950.npy
3951,493,7,14,14,14,0.885933,GPU,blocks/blk_0003951.npy
3952,494,0,14,14,14,1.000000,GPU,blocks/blk_0003952.npy
3953,494,1,14,14,14,0.997085,GPU,blocks/blk_0003953.npy
3954,494,2,14,14,14,1.000000,GPU,blocks/blk_0003954.npy
3955,494,3,14,14,14,0.615160,GPU,blocks/blk_0003955.npy
3956,494,4,14,14,14,1.000000,GPU,blocks/blk_0003956.npy
3957,494,5,14,14,14,0.939504,GPU,blocks/blk_0003957.npy
3958,494,6,14,14,14,0.996356,GPU,blocks/blk_0003958.npy
3959,494,7,14,14,14,0.663630,GPU,blocks/blk_0003959.npy
3960,495,0,14,14,14,0.999271,GPU,blocks/blk_0003960.npy
3961,495,1,14,14,14,0.999636,GPU,blocks/blk_0003961.npy
3962,495,2,14,14,14,0.998542,GPU,blocks/blk_0003962.npy
3963,495,3,14,14,14,0.999271,GPU,blocks/blk_0003963.npy
3964,495,4,14,14,14,1.000000,GPU,blocks/blk_0003964.npy
3965,495,5,14,14,14,0.999636,GPU,blocks/blk_0003965.npy
3966,495,6,14,14,14,0.998178,GPU,blocks/blk_0003966.npy
3967,495,7,14,14,14,1.000000,GPU,blocks/blk_0003967.npy
3968,496,0,14,14,14,0.999271,GPU,blocks/blk_0003968.npy
3969,496,1,14,14,14,0.996356,GPU,blocks/blk_0003969.npy
3970,496,2,14,14,14,1.000000,GPU,blocks/blk_0003970.npy
3971,496,3,14,14,14,1.000000,GPU,blocks/blk_0003971.npy
3972,496,4,14,14,14,0.994534,GPU,blocks/blk_0003972.npy
3973,496,5,14,14,14,0.999271,GPU,blocks/blk_0003973.npy
3974,496,6,14,14,14,0.997449,GPU,blocks/blk_0003974.npy
3975,496,7,14,14,14,1.000000,GPU,blocks/blk_0003975.npy
3976,497,0,14,14,14,0.999636,GPU,blocks/blk_0003976.npy
3977,497,1,14,14,14,1.000000,GPU,blocks/blk_0003977.npy
3978,497,2,14,14,14,0.838557,GPU,blocks/blk_0003978.npy
3979,497,3,14,14,14,0.908163,GPU,blocks/blk_0003979.npy
3980,497,4,14,14,14,1.000000,GPU,blocks/blk_0003980.npy
3981,497,5,14,14,14,1.000000,GPU,blocks/blk_0003981.npy
3982,497,6,14,14,14,0.891764,GPU,blocks/blk_0003982.npy
3983,497,7,14,14,14,0.910714,GPU,blocks/blk_0003983.npy
3984,498,0,14,14,14,0.978499,GPU,blocks/blk_0003984.npy
3985,498,1,14,14,14,0.978499,GPU,blocks/blk_0003985.npy
3986,498,2,14,14,14,1.000000,GPU,blocks/blk_0003986.npy
3987,498,3,14,14,14,1.000000,GPU,blocks/blk_0003987.npy
3988,498,4,14,14,14,0.790087,GPU,blocks/blk_0003988.npy
3989,498,5,14,14,14,0.918732,GPU,blocks/blk_0003989.npy
3990,498,6,14,14,14,0.997813,GPU,blocks/blk_0003990.npy
3991,498,7,14,14,14,0.998907,GPU,blocks/blk_0003991.npy
3992,499,0,14,14,14,1.000000,GPU,blocks/blk_0003992.npy
3993,499,1,14,14,14,0.998907,GPU,blocks/blk_0003993.npy
3994,499,2,14,14,14,0.999271,GPU,blocks/blk_0003994.npy
3995,499,3,14,14,14,0.998907,GPU,blocks/blk_0003995.npy
3996,499,4,14,14,14,0.999636,GPU,blocks/blk_0003996.npy
3997,499,5,14,14,14,1.000000,GPU,blocks/blk_0003997.npy
3998,499,6,14,14,14,1.000000,GPU,blocks/blk_0003998.npy
3999,499,7,14,14,14,0.999636,GPU,blocks/blk_0003999.npy
4000,500,0,14,14,14,0.669461,GPU,blocks/blk_0004000.npy
4001,500,1,14,14,14,0.738338,GPU,blocks/blk_0004001.npy
4002,500,2,14,14,14,0.622813,GPU,blocks/blk_0004002.npy
4003,500,3,14,14,14,0.786079,GPU,blocks/blk_0004003.npy
4004,500,4,14,14,14,0.829446,GPU,blocks/blk_0004004.npy
4005,500,5,14,14,14,0.717201,GPU,blocks/blk_0004005.npy
4006,500,6,14,14,14,0.563411,GPU,blocks/blk_0004006.npy
4007,500,7,14,14,14,0.618805,GPU,blocks/blk_0004007.npy
4008,501,0,14,14,14,0.464286,GPU,blocks/blk_0004008.npy
4009,501,1,14,14,14,0.588192,GPU,blocks/blk_0004009.npy
4010,501,2,14,14,14,0.639942,GPU,blocks/blk_0004010.npy
4011,501,3,14,14,14,0.560131,GPU,blocks/blk_0004011.npy
4012,501,4,14,14,14,0.568513,GPU,blocks/blk_0004012.npy
4013,501,5,14,14,14,0.407070,GPU,blocks/blk_0004013.npy
4014,501,6,14,14,14,0.846939,GPU,blocks/blk_0004014.npy
4015,501,7,14,14,14,0.565962,GPU,blocks/blk_0004015.npy
4016,502,0,14,14,14,0.912901,GPU,blocks/blk_0004016.npy
4017,502,1,14,14,14,0.788994,GPU,blocks/blk_0004017.npy
4018,502,2,14,14,14,0.990525,GPU,blocks/blk_0004018.npy
4019,502,3,14,14,14,0.565598,GPU,blocks/blk_0004019.npy
4020,502,4,14,14,14,0.973761,GPU,blocks/blk_0004020.npy
4021,502,5,14,14,14,0.966472,GPU,blocks/blk_0004021.npy
4022,502,6,14,14,14,0.991618,GPU,blocks/blk_0004022.npy
4023,502,7,14,14,14,0.760204,GPU,blocks/blk_0004023.npy
4024,503,0,14,14,14,0.999636,GPU,blocks/blk_0004024.npy
4025,503,1,14,14,14,1.000000,GPU,blocks/blk_0004025.npy
4026,503,2,14,14,14,0.770773,GPU,blocks/blk_0004026.npy
4027,503,3,14,14,14,0.923105,GPU,blocks/blk_0004027.npy
4028,503,4,14,14,14,0.998907,GPU,blocks/blk_0004028.npy
4029,503,5,14,14,14,0.960277,GPU,blocks/blk_0004029.npy
4030,503,6,14,14,14,0.996720,GPU,blocks/blk_0004030.npy
4031,503,7,14,14,14,0.965379,GPU,blocks/blk_0004031.npy
4032,504,0,14,14,14,1.000000,GPU,blocks/blk_0004032.npy
4033,504,1,14,14,14,1.000000,GPU,blocks/blk_0004033.npy
4034,504,2,14,14,14,0.999636,GPU,blocks/blk_0004034.npy
4035,504,3,14,14,14,0.999636,GPU,blocks/blk_0004035.npy
4036,504,4,14,14,14,0.998907,GPU,blocks/blk_0004036.npy
4037,504,5,14,14,14,0.994898,GPU,blocks/blk_0004037.npy
4038,504,6,14,14,14,0.998907,GPU,blocks/blk_0004038.npy
4039,504,7,14,14,14,1.000000,GPU,blocks/blk_0004039.npy
4040,505,0,14,14,14,1.000000,GPU,blocks/blk_0004040.npy
4041,505,1,14,14,14,0.999271,GPU,blocks/blk_0004041.npy
4042,505,2,14,14,14,0.989796,GPU,blocks/blk_0004042.npy
4043,505,3,14,14,14,1.000000,GPU,blocks/blk_0004043.npy
4044,505,4,14,14,14,0.928571,GPU,blocks/blk_0004044.npy
4045,505,5,14,14,14,0.912172,GPU,blocks/blk_0004045.npy
4046,505,6,14,14,14,0.907799,GPU,blocks/blk_0004046.npy
4047,505,7,14,14,14,0.927478,GPU,blocks/blk_0004047.npy
4048,506,0,14,14,14,0.935496,GPU,blocks/blk_0004048.npy
4049,506,1,14,14,14,0.753644,GPU,blocks/blk_0004049.npy
4050,506,2,14,14,14,0.990160,GPU,blocks/blk_0004050.npy
4051,506,3,14,14,14,0.734329,GPU,blocks/blk_0004051.npy
4052,506,4,14,14,14,0.971210,GPU,blocks/blk_0004052.npy
4053,506,5,14,14,14,0.916181,GPU,blocks/blk_0004053.npy
4054,506,6,14,14,14,0.996356,GPU,blocks/blk_0004054.npy
4055,506,7,14,14,14,0.693878,GPU,blocks/blk_0004055.npy
4056,507,0,14,14,14,0.900875,GPU,blocks/blk_0004056.npy
4057,507,1,14,14,14,0.633382,GPU,blocks/blk_0004057.npy
4058,507,2,14,14,14,0.708819,GPU,blocks/blk_0004058.npy
4059,507,3,14,14,14,0.575802,GPU,blocks/blk_0004059.npy
4060,507,4,14,14,14,0.705904,GPU,blocks/blk_0004060.npy
4061,507,5,14,14,14,0.655977,GPU,blocks/blk_0004061.npy
4062,507,6,14,14,14,0.789359,GPU,blocks/blk_0004062.npy
4063,507,7,14,14,14,0.837828,GPU,blocks/blk_0004063.npy
4064,508,0,14,14,14,0.909257,GPU,blocks/blk_0004064.npy
4065,508,1,14,14,14,0.663265,GPU,blocks/blk_0004065.npy
4066,508,2,14,14,14,0.725219,GPU,blocks/blk_0004066.npy
4067,508,3,14,14,14,0.649417,GPU,blocks/blk_0004067.npy
4068,508,4,14,14,14,0.920554,GPU,blocks/blk_0004068.npy
4069,508,5,14,14,14,0.673834,GPU,blocks/blk_0004069.npy
4070,508,6,14,14,14,0.653426,GPU,blocks/blk_0004070.npy
4071,508,7,14,14,14,0.652697,GPU,blocks/blk_0004071.npy
4072,509,0,14,14,14,1.000000,GPU,blocks/blk_0004072.npy
4073,509,1,14,14,14,0.999636,GPU,blocks/blk_0004073.npy
4074,509,2,14,14,14,0.999636,GPU,blocks/blk_0004074.npy
4075,509,3,14,14,14,1.000000,GPU,blocks/blk_0004075.npy
4076,509,4,14,14,14,1.000000,GPU,blocks/blk_0004076.npy
4077,509,5,14,14,14,0.990889,GPU,blocks/blk_0004077.npy
4078,509,6,14,14,14,1.000000,GPU,blocks/blk_0004078.npy
4079,509,7,14,14,14,0.993440,GPU,blocks/blk_0004079.npy
4080,510,0,14,14,14,1.000000,GPU,blocks/blk_0004080.npy
4081,510,1,14,14,14,0.994898,GPU,blocks/blk_0004081.npy
4082,510,2,14,14,14,1.000000,GPU,blocks/blk_0004082.npy
4083,510,3,14,14,14,0.997813,GPU,blocks/blk_0004083.npy
4084,510,4,14,14,14,1.000000,GPU,blocks/blk_0004084.npy
4085,510,5,14,14,14,1.000000,GPU,blocks/blk_0004085.npy
4086,510,6,14,14,14,1.000000,GPU,blocks/blk_0004086.npy
4087,510,7,14,14,14,1.000000,GPU,blocks/blk_0004087.npy
4088,511,0,14,14,14,0.984694,GPU,blocks/blk_0004088.npy
4089,511,1,14,14,14,0.480321,GPU,blocks/blk_0004089.npy
4090,511,2,14,14,14,0.978499,GPU,blocks/blk_0004090.npy
4091,511,3,14,14,14,0.872085,GPU,blocks/blk_0004091.npy
4092,511,4,14,14,14,0.999271,GPU,blocks/blk_0004092.npy
4093,511,5,14,14,14,0.617347,GPU,blocks/blk_0004093.npy
4094,511,6,14,14,14,0.968294,GPU,blocks/blk_0004094.npy
4095,511,7,14,14,14,0.950073,GPU,blocks/blk_0004095.npy
4096,512,0,14,14,14,1.000000,GPU,blocks/blk_0004096.npy
4097,512,1,14,14,14,1.000000,GPU,blocks/blk_0004097.npy
4098,512,2,14,14,14,1.000000,GPU,blocks/blk_0004098.npy
4099,512,3,14,14,14,0.998542,GPU,blocks/blk_0004099.npy
4100,512,4,14,14,14,0.993805,GPU,blocks/blk_0004100.npy
4101,512,5,14,14,14,0.971210,GPU,blocks/blk_0004101.npy
4102,512,6,14,14,14,0.994534,GPU,blocks/blk_0004102.npy
4103,512,7,14,14,14,0.955175,GPU,blocks/blk_0004103.npy
4104,513,0,14,14,14,0.930758,GPU,blocks/blk_0004104.npy
4105,513,1,14,14,14,0.994898,GPU,blocks/blk_0004105.npy
4106,513,2,14,14,14,0.964650,GPU,blocks/blk_0004106.npy
4107,513,3,14,14,14,1.000000,GPU,blocks/blk_0004107.npy
4108,513,4,14,14,14,0.695700,GPU,blocks/blk_0004108.npy
4109,513,5,14,14,14,0.977041,GPU,blocks/blk_0004109.npy
4110,513,6,14,14,14,0.874271,GPU,blocks/blk_0004110.npy
4111,513,7,14,14,14,1.000000,GPU,blocks/blk_0004111.npy
4112,514,0,14,14,14,1.000000,GPU,blocks/blk_0004112.npy
4113,514,1,14,14,14,1.000000,GPU,blocks/blk_0004113.npy
4114,514,2,14,14,14,1.000000,GPU,blocks/blk_0004114.npy
4115,514,3,14,14,14,0.998542,GPU,blocks/blk_0004115.npy
4116,514,4,14,14,14,0.999636,GPU,blocks/blk_0004116.npy
4117,514,5,14,14,14,1.000000,GPU,blocks/blk_0004117.npy
4118,514,6,14,14,14,0.999636,GPU,blocks/blk_0004118.npy
4119,514,7,14,14,14,0.999636,GPU,blocks/blk_0004119.npy
4120,515,0,14,14,14,1.000000,GPU,blocks/blk_0004120.npy
4121,515,1,14,14,14,1.000000,GPU,blocks/blk_0004121.npy
4122,515,2,14,14,14,1.000000,GPU,blocks/blk_0004122.npy
4123,515,3,14,14,14,1.000000,GPU,blocks/blk_0004123.npy
4124,515,4,14,14,14,0.998178,GPU,blocks/blk_0004124.npy
4125,515,5,14,14,14,0.998542,GPU,blocks/blk_0004125.npy
4126,515,6,14,14,14,1.000000,GPU,blocks/blk_0004126.npy
4127,515,7,14,14,14,1.000000,GPU,blocks/blk_0004127.npy
4128,516,0,14,14,14,0.999636,GPU,blocks/blk_0004128.npy
4129,516,1,14,14,14,0.903061,GPU,blocks/blk_0004129.npy
4130,516,2,14,14,14,0.772595,GPU,blocks/blk_0004130.npy
4131,516,3,14,14,14,0.826895,GPU,blocks/blk_0004131.npy
4132,516,4,14,14,14,0.791545,GPU,blocks/blk_0004132.npy
4133,516,5,14,14,14,0.552843,GPU,blocks/blk_0004133.npy
4134,516,6,14,14,14,0.704810,GPU,blocks/blk_0004134.npy
4135,516,7,14,14,14,0.426385,GPU,blocks/blk_0004135.npy
4136,517,0,14,14,14,1.000000,GPU,blocks/blk_0004136.npy
4137,517,1,14,14,14,1.000000,GPU,blocks/blk_0004137.npy
4138,517,2,14,14,14,1.000000,GPU,blocks/blk_0004138.npy
4139,517,3,14,14,14,1.000000,GPU,blocks/blk_0004139.npy
4140,517,4,14,14,14,1.000000,GPU,blocks/blk_0004140.npy
4141,517,5,14,14,14,1.000000,GPU,blocks/blk_0004141.npy
4142,517,6,14,14,14,0.998907,GPU,blocks/blk_0004142.npy
4143,517,7,14,14,14,0.998178,GPU,blocks/blk_0004143.npy
4144,518,0,14,14,14,0.895773,GPU,blocks/blk_0004144.npy
4145,518,1,14,14,14,0.802843,GPU,blocks/blk_0004145.npy
4146,518,2,14,14,14,0.983236,GPU,blocks/blk_0004146.npy
4147,518,3,14,14,14,1.000000,GPU,blocks/blk_0004147.npy
4148,518,4,14,14,14,0.997449,GPU,blocks/blk_0004148.npy
4149,518,5,14,14,14,0.894315,GPU,blocks/blk_0004149.npy
4150,518,6,14,14,14,0.688047,GPU,blocks/blk_0004150.npy
4151,518,7,14,14,14,0.864796,GPU,blocks/blk_0004151.npy
4152,519,0,14,14,14,1.000000,GPU,blocks/blk_0004152.npy
4153,519,1,14,14,14,0.998178,GPU,blocks/blk_0004153.npy
4154,519,2,14,14,14,0.990889,GPU,blocks/blk_0004154.npy
4155,519,3,14,14,14,1.000000,GPU,blocks/blk_0004155.npy
4156,519,4,14,14,14,0.999636,GPU,blocks/blk_0004156.npy
4157,519,5,14,14,14,0.986516,GPU,blocks/blk_0004157.npy
4158,519,6,14,14,14,0.997813,GPU,blocks/blk_0004158.npy
4159,519,7,14,14,14,0.999636,GPU,blocks/blk_0004159.npy
4160,520,0,14,14,14,1.000000,GPU,blocks/blk_0004160.npy
4161,520,1,14,14,14,0.997813,GPU,blocks/blk_0004161.npy
4162,520,2,14,14,14,1.000000,GPU,blocks/blk_0004162.npy
4163,520,3,14,14,14,1.000000,GPU,blocks/blk_0004163.npy
4164,520,4,14,14,14,1.000000,GPU,blocks/blk_0004164.npy
4165,520,5,14,14,14,1.000000,GPU,blocks/blk_0004165.npy
4166,520,6,14,14,14,0.999271,GPU,blocks/blk_0004166.npy
4167,520,7,14,14,14,1.000000,GPU,blocks/blk_0004167.npy
4168,521,0,14,14,14,1.000000,GPU,blocks/blk_0004168.npy
4169,521,1,14,14,14,1.000000,GPU,blocks/blk_0004169.npy
4170,521,2,14,14,14,1.000000,GPU,blocks/blk_0004170.npy
4171,521,3,14,14,14,1.000000,GPU,blocks/blk_0004171.npy
4172,521,4,14,14,14,1.000000,GPU,blocks/blk_0004172.npy
4173,521,5,14,14,14,1.000000,GPU,blocks/blk_0004173.npy
4174,521,6,14,14,14,1.000000,GPU,blocks/blk_0004174.npy
4175,521,7,14,14,14,0.999636,GPU,blocks/blk_0004175.npy
4176,522,0,14,14,14,0.998907,GPU,blocks/blk_0004176.npy
4177,522,1,14,14,14,0.996356,GPU,blocks/blk_0004177.npy
4178,522,2,14,14,14,0.994169,GPU,blocks/blk_0004178.npy
4179,522,3,14,14,14,0.996720,GPU,blocks/blk_0004179.npy
4180,522,4,14,14,14,0.989796,GPU,blocks/blk_0004180.npy
4181,522,5,14,14,14,0.987609,GPU,blocks/blk_0004181.npy
4182,522,6,14,14,14,0.994169,GPU,blocks/blk_0004182.npy
4183,522,7,14,14,14,0.992347,GPU,blocks/blk_0004183.npy
4184,523,0,14,14,14,0.973397,GPU,blocks/blk_0004184.npy
4185,523,1,14,14,14,0.994169,GPU,blocks/blk_0004185.npy
4186,523,2,14,14,14,0.955175,GPU,blocks/blk_0004186.npy
4187,523,3,14,14,14,0.966108,GPU,blocks/blk_0004187.npy
4188,523,4,14,14,14,0.809402,GPU,blocks/blk_0004188.npy
4189,523,5,14,14,14,0.974854,GPU,blocks/blk_0004189.npy
4190,523,6,14,14,14,0.980321,GPU,blocks/blk_0004190.npy
4191,523,7,14,14,14,0.971939,GPU,blocks/blk_0004191.npy
4192,524,0,14,14,14,0.999636,GPU,blocks/blk_0004192.npy
4193,524,1,14,14,14,1.000000,GPU,blocks/blk_0004193.npy
4194,524,2,14,14,14,0.923469,GPU,blocks/blk_0004194.npy
4195,524,3,14,14,14,0.928571,GPU,blocks/blk_0004195.npy
4196,524,4,14,14,14,0.999271,GPU,blocks/blk_0004196.npy
4197,524,5,14,14,14,1.000000,GPU,blocks/blk_0004197.npy
4198,524,6,14,14,14,0.895408,GPU,blocks/blk_0004198.npy
4199,524,7,14,14,14,0.916181,GPU,blocks/blk_0004199.npy
4200,525,0,14,14,14,1.000000,GPU,blocks/blk_0004200.npy
4201,525,1,14,14,14,1.000000,GPU,blocks/blk_0004201.npy
4202,525,2,14,14,14,0.958819,GPU,blocks/blk_0004202.npy
4203,525,3,14,14,14,0.909621,GPU,blocks/blk_0004203.npy
4204,525,4,14,14,14,1.000000,GPU,blocks/blk_0004204.npy
4205,525,5,14,14,14,1.000000,GPU,blocks/blk_0004205.npy
4206,525,6,14,14,14,0.988703,GPU,blocks/blk_0004206.npy
4207,525,7,14,14,14,1.000000,GPU,blocks/blk_0004207.npy
4208,526,0,14,14,14,0.991983,GPU,blocks/blk_0004208.npy
4209,526,1,14,14,14,0.994898,GPU,blocks/blk_0004209.npy
4210,526,2,14,14,14,0.992711,GPU,blocks/blk_0004210.npy
4211,526,3,14,14,14,0.995262,GPU,blocks/blk_0004211.npy
4212,526,4,14,14,14,0.988338,GPU,blocks/blk_0004212.npy
4213,526,5,14,14,14,0.996720,GPU,blocks/blk_0004213.npy
4214,526,6,14,14,14,0.990525,GPU,blocks/blk_0004214.npy
4215,526,7,14,14,14,0.995991,GPU,blocks/blk_0004215.npy
4216,527,0,14,14,14,0.999636,GPU,blocks/blk_0004216.npy
4217,527,1,14,14,14,0.993805,GPU,blocks/blk_0004217.npy
4218,527,2,14,14,14,1.000000,GPU,blocks/blk_0004218.npy
4219,527,3,14,14,14,1.000000,GPU,blocks/blk_0004219.npy
4220,527,4,14,14,14,1.000000,GPU,blocks/blk_0004220.npy
4221,527,5,14,14,14,0.999636,GPU,blocks/blk_0004221.npy
4222,527,6,14,14,14,0.998907,GPU,blocks/blk_0004222.npy
4223,527,7,14,14,14,0.997813,GPU,blocks/blk_0004223.npy
4224,528,0,14,14,14,0.999271,GPU,blocks/blk_0004224.npy
4225,528,1,14,14,14,0.999636,GPU,blocks/blk_0004225.npy
4226,528,2,14,14,14,1.000000,GPU,blocks/blk_0004226.npy
4227,528,3,14,14,14,0.998907,GPU,blocks/blk_0004227.npy
4228,528,4,14,14,14,0.999636,GPU,blocks/blk_0004228.npy
4229,528,5,14,14,14,1.000000,GPU,blocks/blk_0004229.npy
4230,528,6,14,14,14,0.997085,GPU,blocks/blk_0004230.npy
4231,528,7,14,14,14,1.000000,GPU,blocks/blk_0004231.npy
4232,529,0,14,14,14,0.994534,GPU,blocks/blk_0004232.npy
4233,529,1,14,14,14,0.995627,GPU,blocks/blk_0004233.npy
4234,529,2,14,14,14,0.997813,GPU,blocks/blk_0004234.npy
4235,529,3,14,14,14,1.000000,GPU,blocks/blk_0004235.npy
4236,529,4,14,14,14,0.995627,GPU,blocks/blk_0004236.npy
4237,529,5,14,14,14,0.995627,GPU,blocks/blk_0004237.npy
4238,529,6,14,14,14,0.995991,GPU,blocks/blk_0004238.npy
4239,529,7,14,14,14,0.999271,GPU,blocks/blk_0004239.npy
4240,530,0,14,14,14,0.997813,GPU,blocks/blk_0004240.npy
4241,530,1,14,14,14,0.962099,GPU,blocks/blk_0004241.npy
4242,530,2,14,14,14,0.999271,GPU,blocks/blk_0004242.npy
4243,530,3,14,14,14,1.000000,GPU,blocks/blk_0004243.npy
4244,530,4,14,14,14,0.946429,GPU,blocks/blk_0004244.npy
4245,530,5,14,14,14,0.971210,GPU,blocks/blk_0004245.npy
4246,530,6,14,14,14,0.982143,GPU,blocks/blk_0004246.npy
4247,530,7,14,14,14,1.000000,GPU,blocks/blk_0004247.npy
4248,531,0,14,14,14,0.983965,GPU,blocks/blk_0004248.npy
4249,531,1,14,14,14,1.000000,GPU,blocks/blk_0004249.npy
4250,531,2,14,14,14,0.602041,GPU,blocks/blk_0004250.npy
4251,531,3,14,14,14,0.999271,GPU,blocks/blk_0004251.npy
4252,531,4,14,14,14,0.664359,GPU,blocks/blk_0004252.npy
4253,531,5,14,14,14,0.997085,GPU,blocks/blk_0004253.npy
4254,531,6,14,14,14,0.409257,GPU,blocks/blk_0004254.npy
4255,531,7,14,14,14,0.945335,GPU,blocks/blk_0004255.npy
4256,532,0,14,14,14,0.797741,GPU,blocks/blk_0004256.npy
4257,532,1,14,14,14,0.815233,GPU,blocks/blk_0004257.npy
4258,532,2,14,14,14,0.979592,GPU,blocks/blk_0004258.npy
4259,532,3,14,14,14,0.795918,GPU,blocks/blk_0004259.npy
4260,532,4,14,14,14,0.929665,GPU,blocks/blk_0004260.npy
4261,532,5,14,14,14,0.940233,GPU,blocks/blk_0004261.npy
4262,532,6,14,14,14,0.999636,GPU,blocks/blk_0004262.npy
4263,532,7,14,14,14,0.806487,GPU,blocks/blk_0004263.npy
4264,533,0,14,14,14,0.999271,GPU,blocks/blk_0004264.npy
4265,533,1,14,14,14,0.794096,GPU,blocks/blk_0004265.npy
4266,533,2,14,14,14,0.940598,GPU,blocks/blk_0004266.npy
4267,533,3,14,14,14,0.936589,GPU,blocks/blk_0004267.npy
4268,533,4,14,14,14,1.000000,GPU,blocks/blk_0004268.npy
4269,533,5,14,14,14,0.861880,GPU,blocks/blk_0004269.npy
4270,533,6,14,14,14,0.939504,GPU,blocks/blk_0004270.npy
4271,533,7,14,14,14,0.945700,GPU,blocks/blk_0004271.npy
4272,534,0,14,14,14,1.000000,GPU,blocks/blk_0004272.npy
4273,534,1,14,14,14,0.998907,GPU,blocks/blk_0004273.npy
4274,534,2,14,14,14,1.000000,GPU,blocks/blk_0004274.npy
4275,534,3,14,14,14,1.000000,GPU,blocks/blk_0004275.npy
4276,534,4,14,14,14,1.000000,GPU,blocks/blk_0004276.npy
4277,534,5,14,14,14,0.999636,GPU,blocks/blk_0004277.npy
4278,534,6,14,14,14,0.999636,GPU,blocks/blk_0004278.npy
4279,534,7,14,14,14,1.000000,GPU,blocks/blk_0004279.npy
4280,535,0,14,14,14,1.000000,GPU,blocks/blk_0004280.npy
4281,535,1,14,14,14,1.000000,GPU,blocks/blk_0004281.npy
4282,535,2,14,14,14,1.000000,GPU,blocks/blk_0004282.npy
4283,535,3,14,14,14,1.000000,GPU,blocks/blk_0004283.npy
4284,535,4,14,14,14,0.974490,GPU,blocks/blk_0004284.npy
4285,535,5,14,14,14,0.999271,GPU,blocks/blk_0004285.npy
4286,535,6,14,14,14,1.000000,GPU,blocks/blk_0004286.npy
4287,535,7,14,14,14,0.996356,GPU,blocks/blk_0004287.npy
4288,536,0,14,14,14,0.848032,GPU,blocks/blk_0004288.npy
4289,536,1,14,14,14,0.653061,GPU,blocks/blk_0004289.npy
4290,536,2,14,14,14,0.641035,GPU,blocks/blk_0004290.npy
4291,536,3,14,14,14,0.822886,GPU,blocks/blk_0004291.npy
4292,536,4,14,14,14,0.929300,GPU,blocks/blk_0004292.npy
4293,536,5,14,14,14,0.619169,GPU,blocks/blk_0004293.npy
4294,536,6,14,14,14,0.571793,GPU,blocks/blk_0004294.npy
4295,536,7,14,14,14,0.559767,GPU,blocks/blk_0004295.npy
4296,537,0,14,14,14,0.708819,GPU,blocks/blk_0004296.npy
4297,537,1,14,14,14,0.869898,GPU,blocks/blk_0004297.npy
4298,537,2,14,14,14,0.977405,GPU,blocks/blk_0004298.npy
4299,537,3,14,14,14,0.950437,GPU,blocks/blk_0004299.npy
4300,537,4,14,14,14,0.739067,GPU,blocks/blk_0004300.npy
4301,537,5,14,14,14,0.924563,GPU,blocks/blk_0004301.npy
4302,537,6,14,14,14,0.998178,GPU,blocks/blk_0004302.npy
4303,537,7,14,14,14,0.919461,GPU,blocks/blk_0004303.npy
4304,538,0,14,14,14,0.999271,GPU,blocks/blk_0004304.npy
4305,538,1,14,14,14,0.998907,GPU,blocks/blk_0004305.npy
4306,538,2,14,14,14,0.962099,GPU,blocks/blk_0004306.npy
4307,538,3,14,14,14,0.973761,GPU,blocks/blk_0004307.npy
4308,538,4,14,14,14,0.998542,GPU,blocks/blk_0004308.npy
4309,538,5,14,14,14,0.993076,GPU,blocks/blk_0004309.npy
4310,538,6,14,14,14,0.991254,GPU,blocks/blk_0004310.npy
4311,538,7,14,14,14,0.955904,GPU,blocks/blk_0004311.npy
4312,539,0,14,14,14,0.998907,GPU,blocks/blk_0004312.npy
4313,539,1,14,14,14,0.936589,GPU,blocks/blk_0004313.npy
4314,539,2,14,14,14,0.652697,GPU,blocks/blk_0004314.npy
4315,539,3,14,14,14,0.506560,GPU,blocks/blk_0004315.npy
4316,539,4,14,14,14,1.000000,GPU,blocks/blk_0004316.npy
4317,539,5,14,14,14,0.888848,GPU,blocks/blk_0004317.npy
